StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent form ,khon,Ksin,Keth,Klike,Kapp,Kcon,Shon,Ssin,Seth,Slike,Sapp,minsmart,minbetter,mincreative,minrather,minshould,minregard,mintyp,minkeep,minget,Hhon,Hsin,Heth,Hlike,Happ,Hcon,Fhon,Fsin,Feth,Flike,Fapp,modsmart,modbett,modcreat,modrath,modshou,modreg,modtyp,modkeep,modget,Xhon,Xsin,XETH,XLIKE,XAPP,XCON,yhon,Ysin,Yeth,Ylike,Yapp,Majsmart,majbet,majcreat,majrath,majshould,majreg,majtyp,majkeep,majget,attention1,ethnic,race,race other,gender identity,Q78,education,political,sex orientation,Q92,old,religion,religion other,id
1/28/2026 9:13,1/28/2026 9:17,100,233,TRUE,1/28/2026 9:17,R_3mr06qCjUQe737H,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Centrist,Heterosexual/straight,,18,Protestantism (Christian),,80973
1/28/2026 10:14,1/28/2026 10:21,100,409,TRUE,1/28/2026 10:21,R_6QglybXIDQOwEY6,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,4 = somewhat confident the findings are true,4 = somewhat honest,4 = somewhat sincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),neither reported (K) nor reporting researcher (S),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Lean Liberal,Heterosexual/straight,,20,Protestantism (Christian),,81752
1/28/2026 10:27,1/28/2026 10:37,100,624,TRUE,1/28/2026 10:37,R_77Uqc59F2nN3Zh9,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,2 = somewhat insincere,2 = somewhat unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,4 = somewhat sincere,4 = somewhat ethical,5 = very likeable,5 = very approachable,reported researcher (K),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Lean Conservative,Heterosexual/straight,,18,Protestantism (Christian),,81507
1/28/2026 10:47,1/28/2026 10:57,100,634,TRUE,1/28/2026 10:57,R_1HhLn9Q28iAxDcz,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,1 = very unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Lean Conservative,Heterosexual/straight,,18,Protestantism (Christian),,81434
1/28/2026 11:06,1/28/2026 11:09,100,168,TRUE,1/28/2026 11:09,R_7Pu8HINP4Z7VCdL,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,2 = somewhat insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,3 = could go either way,3 = neither honest nor dishonest,3 = neither sincere nor insincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,3 = could go either way,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,neither reported (H) nor reporting researcher (F),reported researcher (H),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Lean Liberal,Heterosexual/straight,,18,Protestantism (Christian),,81745
1/28/2026 11:06,1/28/2026 11:10,100,260,TRUE,1/28/2026 11:10,R_6fdxnXqwD2Nyl05,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Strongly Conservative,Heterosexual/straight,,18,Protestantism (Christian),,81063
1/28/2026 11:08,1/28/2026 11:11,100,220,TRUE,1/28/2026 11:11,R_6fDiYHcoYCW9Fw6,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Conservative,Heterosexual/straight,,18,Catholicism,,81279
1/28/2026 11:22,1/28/2026 11:25,100,194,TRUE,1/28/2026 11:25,R_5DCJuevJK3vYCYG,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,4 = somewhat confident the findings are true,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,3 = neither honest nor dishonest,2 = somewhat insincere,3 = neither ethical nor unethical,5 = very likeable,3 = neither approachable nor unapproachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),reporting researcher (F),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),neither reported (H) nor reporting researcher (F),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,4 = somewhat confident the findings are true,3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Centrist,Heterosexual/straight,,18,Protestantism (Christian),,81477
1/28/2026 11:17,1/28/2026 11:25,100,516,TRUE,1/28/2026 11:25,R_3fmdkjVsJJb9HXB,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,3 = could go either way,5 = very honest,5 = very sincere,5 = very ethical,2 = somewhat unlikeable,2 = somewhat unapproachable,reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reported researcher (K),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reported researcher (H),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,2 = somewhat unapproachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Lean Liberal,Bisexual,,18,Protestantism (Christian),,80955
1/28/2026 11:20,1/28/2026 11:27,100,398,TRUE,1/28/2026 11:27,R_5YFaCNx6Qhi24Zj,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,2 = somewhat insincere,2 = somewhat unethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,3 = could go either way,5 = very honest,2 = somewhat insincere,5 = very ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,reporting researcher (S),reporting researcher (S),reported researcher (K),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,4 = somewhat honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,3 = neither sincere nor insincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Male,,Some college credit or technical school degree,Lean Conservative,Heterosexual/straight,,19,Judaism,,81055
1/28/2026 11:27,1/28/2026 11:29,100,133,TRUE,1/28/2026 11:29,R_3ClbNZIDWDB1kBq,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),2 = somewhat dishonest,2 = somewhat insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,4 = somewhat honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Male,,Some college credit or technical school degree,Lean Conservative,Heterosexual/straight,,19,Judaism,,81055
1/28/2026 11:25,1/28/2026 11:31,100,328,TRUE,1/28/2026 11:31,R_6QWjATRXoTp88UM,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,5 = very sincere,5 = very ethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,5 = very approachable,reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),3 = neither honest nor dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,High School Diploma or GED,Conservative,Heterosexual/straight,,19,Protestantism (Christian),,81071
1/28/2026 11:34,1/28/2026 11:39,100,347,TRUE,1/28/2026 11:39,R_15vrp3tUNaaSh9L,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,2 = somewhat unlikeable,2 = somewhat unapproachable,reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reported researcher (K),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,2 = somewhat unapproachable,reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reported researcher (H),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,2 = somewhat unapproachable,reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reported researcher (X),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Lean Liberal,Bisexual,,18,Protestantism (Christian),,80955
1/28/2026 11:27,1/28/2026 11:54,100,1587,TRUE,1/28/2026 11:54,R_5Nbk2fgnsaAWtXz,,,,,33.2,-87.56,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,4 = somewhat sincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,4 = somewhat confident the findings are true,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),1 = very dishonest,2 = somewhat insincere,2 = somewhat unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,3 = neither sincere nor insincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),3 = neither honest nor dishonest,3 = neither sincere nor insincere,3 = neither ethical nor unethical,4 = somewhat likeable,4 = somewhat approachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,Yes,White,,Female,,High School Diploma or GED,Lean Conservative,Heterosexual/straight,,19,Protestantism (Christian),,81065
1/28/2026 13:13,1/28/2026 13:21,100,449,TRUE,1/28/2026 13:21,R_6uX3hnykWWeguG0,,,,,33.3792,-86.6969,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,5 = very sincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,5 = very approachable,4 = somewhat confident the findings are true,5 = very honest,5 = very sincere,5 = very ethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),1 = very dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,4 = somewhat ethical,4 = somewhat likeable,5 = very approachable,neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,4 = somewhat ethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,neither reported (X) nor reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,No,White,,Female,,Some college credit or technical school degree,Conservative,Heterosexual/straight,,18,Protestantism (Christian),,81049
